user_id,day,amount
1007,6,20.029145906566004
1030,29,43.39220040303054
1005,27,98.51934699068632
1016,19,25.76336987103791
1029,24,103.89040308134133
1016,11,66.84273954580198
1027,12,29.184257728471877
1027,16,40.408559734637855
1024,8,41.45301403836897
1023,1,52.99981363549363
1018,12,39.57959154678748
1018,22,33.23578841081008
1025,8,45.478849807551526
1013,21,29.484542908854372
1029,18,25.185893509548084
1027,13,53.0425334958428
1012,22,92.73301289492079
1013,26,21.810183133145756
1022,29,54.713194216375285
1028,23,36.96702441076406
1003,3,30.377820026174167
1003,11,91.1095466289307
1008,16,40.008750254213865
1013,3,134.15300941631753
1005,13,34.1955795062796
1016,4,68.84800138241661
1017,17,47.637973036325846
1029,6,34.72941125397986
